1,2,3,4,5
천천히 마셔. 그렇게 빨리 마시면 취해!,니가 데려다 줄거잖아,그거야..그렇지만...,재밌게라고 했는데 왜 웃긴 걸로 넘어가요! 즐거우면 재밌는 거고 소소함이에요. 재밌는 건요!,그럼 재밌을 수 있어요! 
20년 만이죠.?,굳이 셀 필요는 없지.,어떻게 지냈어요?,맞아요. 보고 싶어요. 이리 와 빨리 와 안 오면 내가 갈게요. 이런 애에요. ,되게 일진 같고 귀엽네요. 십 원에 한 대다. 이럴 것 같아요.
근데 오늘 무슨 일 없었어?,무슨 일이 있어요?,아니 뭐 전화 온데 없냐고,저는 진짜 다 썼어요.,우리 식당 왔는데 계속 차에서 기다리래요. 
엄마는 머리에 쓴것 좀 벗으세요. 창피해 죽겠어요,아까부터 자꾸 왜,나 창피해!,저도 고삼까지 반년 밖에 안 남았는데 같이 힘내요! ,꼭이요. 혹시 붉파님도 입시 하시나요? 
이봐요?,왜요?,왜요? 이제 술좀 깼습니까?,역시나네요.,600엔 짜리 카라아게 안주 시키면 손가락만 한 닭고기 10조각 주고 그래요.
식사는 하셨어요?,먹었어.,뭐 드셨어요?,벌써 3일이나 지났어요?,네네! 저 월요일애 왔어요. 그래서 이제 집에 가요.
나도 당신 죽으면 아버님처럼 맨날  당신 사진 걸어 놓고 살텐데,내가 왜 먼저 죽어요. 당신이 먼저 죽어야지!,허참...사람일이라는 건 모르는 거 잖어!,"진짜거든요? 아, 진짜로 진짜 많이 먹고 싶어졌어요. ",하지만 안돼요.
천하에 못된 놈들 같으니라고...쯔쯔쯔..,근데 아버님은 왜...안하세요?,난 널 관리감독 하고 있지 않냐?,저도 사실 안주빨이에요. 안주만 주워 먹고 앉아 있어요. 안주 거덜 나요. 덕분에 술 마시는 친구들은 저보고 너 안주만 따로 시키라고 그러죠. 챔치님 점심은 드셨나요? ,너무 슬프네요. 술 못 먹는 사람 데려왔으면 안주라도 먹게 해야죠! 네. 전 선식먹었어요. 점심에 보통 학원가느라요. 빵야님은요?
니가 아침나절에 전화한 총 통화 시간이야!,그걸 방에서 재고 계셨어요?,"그럼 뭐하냐? 할 일은 없고, 며느리는 시끄럽고",우리 반도 몇몇 방은 딴 반에서 5배 가격으로 사 오더라고요. 토하는 애들도 있었고 고성방가해서 교관 찾아온 애들도 있었는데 누가 봐도 술 취한 애들 보고 그냥 조용히 하세요. 하고 갔어요. 어차피 마실 애들은 마시는 거 다 아는듯해요.,"우린 막 복도에 술 냄새 나고, 애들도 막 취해서 전화하고 그랬어요."
오늘 장사 잘 됐어요.?,맨날 그저 그렇죠,어떻게 약주조금 하신 것 같네요.,뭐 먹었어요?,샌드위치? 
아저씨 콩나물도 좀 주세요.,네 알았습니다.,"아저씨,..혹시 생선도 파세요?",순정도 고생 많았어요. 편하게 쉬어요! 오늘은 피곤하니까 내일 먹을까 생각 중이에요. 먹고는 싶으니까요. 그래도 밤길은 위험한걸요. 착한 친구들이네요. 내 주변에는 다 놀리기 바쁜 친구들만 많았는데요. ,편하게 쉬고 있는 중이에요. 소나기는 편하게 쉬고 있어요? 응  오늘은 푹 쉬고 내일 케이크 맛있게 만들어 먹어요. 소나기 착해요. 그렇지만 나 이제 밤에 혼자 다닐 정도로 컸으니까 너무 걱정 말아요. 좋은 애들이에요. 소나기 속상했겠어요. 
정말 저 한테 너무 하시는 거 아닙니까?,내가 뭐요,사람이 그렇게 전화를 하는데 무슨 대답이 있어야죠. 나한테 전화 온거 봤어요? 안 봤어요?,겁쟁이라서요.,그렇군요.
아이고 이것아 내가 걱정이 돼서 그래., 왜 걱정을 하세요.,내가 걱정을 안 하게 생겼니. 니 성격을 알고 우리 아버님 성격을 아는데 내가 걱정이 안돼!,아니에요. 올라오면 연락하세요. 누나가 놀아줄게요.,누나가 제일 믿음직스러워요. 
내비둬어. 저도 좀 정리할 시간이 필요 하겠지.,지가 정리할게 뭐 있어요.,그래도 친구였잖아!,우리 새미님 너무 너무 고마워요. 그래도 넬님 아직 건강 괜찮아요! 그리고 진짜 천사는 새미님이에요. 직접 본 제가 보장해요. ,언제나 건강 하셨으면 좋겠어요. 직접 본 샘님은 저가 기억하기로는 저 아무 말만 잔뜩 했던 것 같은데! 넬님께서 너무 좋게 기억해주시는 거예요. 
정말 잘 못했습니다. 제가 파리처럼 이렇게 빌께요. 네?,에라이 파리만도 못한 놈아 반지 도로 찾아와!,17년 전 일인데 어떻게 찾아와요,대장님 너무 맛있게 찍으셔서 제 입에 침 고였어요.,세 골목집 가고 싶네요. 저기 분위기도 너무 좋아요. 한국인도 거의 없고 대부분 외국인이라서 여행 간 느낌도 나고 칵테일도 맛있어요. 특히 아마레또 사워요.
감사했어요 아저씨! 장례식장에서도 다 도와 주시고...끝까지 같이 있어주시고...,네...,저희가 언제 그런 걸 해 봤어야죠,"제가 이런 말하는 건 좀 아니지만 잠은 중요한데, 낮잠 잤다니 다행인 걸까요. ",그러게요. 4시에 잔다던 사람한테 들을 말은 아닌데 아직은 안 졸리니까 괜찮아요. 
어디 가니?,잠깐 나가요,다 저녁때에 어딜 가,네? 전혀요? 저희 학교 시험 진짜 쉽게 나오는 편이라서 다른 학교 애들이 저희 학교 시험 보면 너무 쉬워서 놀랄거예요.,시험이 쉽다하시는걸 보아서 천재 인증. 
어디 갔다 오는 거예요? 여기서 한 시간이나 기다렸잖아요!,저를 왜요?,"그냥..,,아니 근데 전화는 왜 안 받아요? 무슨 일 있어요?",저도 서울 살 때  집 내려가는 게 그렇게 귀찮더라고요. 무궁화는 너무 느리고  두 배 넘게 빠른 KTX는 두 배 비싸고요. 버스는 무궁화보다 빠르고 가격도 저렴한데 너무 불편하고요. ,맞아요.
무...무슨 일인지는 모르지만...이건 좀 놓고...,나 지금 너무 슬프단 말이예요,아무리 그래도...이거는 좀 풀고...하아,근데 해롱이가 여기 오줌쌌어 이러면 기분 이상하잖아요. ,거기 오줌싼 거 맞아요?
넌 또 뭐 임마?,저-오늘 여기서 자면 안될까요?,왜 여기서 자 임마. 니 방 나두고.,"아, 미쳤어요. 명란젓 당장 사야겠어요. 당장 먹고 싶네요. 꼭 해 먹어 볼게요! ",네네. 진짜 만들면서도 이걸 어떡하지 의심스러웠는데 너무 맛있어서 놀랐어요. 명란젓은 사랑이에요. 나중에 명란 파스타 먹으로 가요.
그러니까 왜 애를 만나가지고 상처를 주냔 말이야. 내 말은?,운명 이였는데 어떡해요.!,운명? 운명 같은 소리 하고 있네. 동서는 지금 우리 가족들한테 미안하지도 않아!,"와, 미쳤네요. 맞다. 월요일 날 다 본 반이 미온이 반이죠. ",맞아요. 우리 월요일에 다 봤어요. 이제 다음 주 화요일에 하나만 남았어요. 심지어 월요일에 수행 평가 두 시간 보고 3교시 체력 검사 했어요.
근데 니들 학교 안 갔니?,오늘 유치원 쉬는 날 이예요.,그래? 아빠는?,그게 두 달이나 되었었군요. 그나마 조금이라도 편하게 일하신다니 다행이에요! 이번엔 부디 사람들도 좋은 분들이 계셨으면 좋겠어요.,전에 그만둔 회사를 다시 가게 됐는데 그만둔 원흉인 사람이 그만둬서 매우 흡족해하고 있어요. 그러고 보니 단님 평가 준비는 잘 되시나요?
할아버지 뭐 하세요?,보면 모르냐 할애비가 죽 끓이잖냐?,와 맛있겠다. 우리 줄거죠?,주변에 배회할까 생각 중인데 그날 친구랑 선약있어서 고민하고 있어요. 현실 인생 부시고 싶어요. 저 룰라님 슬로건 받아야 하는데요.    ,다음에라도 꼭 오세요.
왜 그렇게 뛰어요.,애들이 기다려서요...,하긴...그렇겠군요...괜찮아요?,놋티 얼마 전에 용돈 받았다던가 그랬던 것 같은데 역시 식비는 한순간이네요.,그거 받자마자 탕수육! 밥! 밥 ! 피자! 맥주! 하고 날아가 버렸어요. 
제가 접시를 주면 잘 받았어야죠?,잘 줘야 잘 받죠.,핸드폰 하다가 떨어뜨린 거잖아요.,그럼 용돈 주시겠네요? ,이 분 지금 군바리에요.
무거워요?,완전 버릇 되겠습니다. 술만 먹으면. 네?,무겁냐구요?,괜찮아요. 수영을 못 하는것 뿐인데 물에 빠트린 게 아니니까요!,만쥬 목욕했어요.
하--참나....이거...,참나 뭐요?,내가 뭐라고 했어요?,쉽지 않아요. 음절 끊는 작업이요.,사실 자막 만든 적이 없어서 하나도 몰라요. 그래도 전문가들이니 추가해줬으면 싶어요.
사람을 그렇게 쥐어 패는 건 아니죠,내참 기가막혀서!,"기가 막힌 건 나예요, 앞으로 좀 조심해 주셨으면 좋겠어요",만점이라니요! 최고예요.,옐찡님 덕분이에요. 
왜 그렇게 보세요?,아가씨 부모님은 안 계세요.?,안 계시는데요!,제가 학교 끝날 때 쯤에 메시지 보낼게요!! ,네. 알겠어요!
괜찮아요?,여기는 어떻게...,왜 그랬어요? 조심 좀 하시죠.,언니 저는 연어요. ,"미안, 듬이랑 데이트해요. "
빨리 앉아봐. 진짜 엄청난 일이 있었다니까아-,아- 왜 그래,형은 이 엄청난 날에 대체 어디 갔다 온거야?,"전 낱개로 먹는 거 좋아해요! 스시도쿠 낱개 초밥 종류도 괜찮아서요. 가격 대비 초밥 크기나 질이 좋죠. 초밥집은 스시도쿠랑 건대호야, 이대후쿠스시 이렇게 좋아해요. 후쿠스시는 생선 초밥보다 아보카도 때문이 크긴 하지만요. ",이대에 있는 건 안 가봤네요.
그러니까 인석아 왜 물불 안 가리고 미친놈처럼 나서,어머니한테 맞는 게 더 아퍼요!,"전쟁나면 전쟁터도 나가겠다, 이 정신 없는 녀석아!",그렇군요. 그럼 일단 내일 가봐야겠어요. 내일 수업 다 듣고 가야 할 텐데 그만큼 움직일 수 있을지 모르겠어요.,힘들면 밥 조금 먹어봐요. 꼭꼭 씹어서 진짜 천천히 밥만이라도요. 
그냥 단도직입적으로  말하자. 왜 ! 그 남자를 만나러 갔니?,"저기요, 엄마...저는 그냥 문병하러...",문병을 왜 가니? 니가?,이 말은 즉 표를 구해 달란 거군요. ,진짜 개떡같이 말해도 찰떡같이 알아듣는 너를 참 좋아해요.
당신 뭐해요?,당신은 모르실꺼야! 얼마나 사모했는지이-,아! 당신 지금 뭐 하냐구욧!,고3인걸요. 놀면서 공부 걱정하기 왕이에요. 그리고 놀고 있어서 그런 걱정은 안 해주셔도 될 거 같아요. 홍대 꼭 가서 마태님이랑 맛 집 탐방하고 싶어요. ,"저도요 저도요! 샤크님과 홍대 맛집 탐방 진짜 너무너무너무 하고 싶어요. 샤크님 수업 끝나고, 저 퇴근하고 만나서 홍대 맛집 정복하는 상상만 해도 너무 행복해요."
어떻게...이게 얼마 만이죠,30년만이네요.,근데..어떻게 하나도 안 변하셨네요?,지하철 내려서 내리는 거 보고 하지요.,오늘은 정시 퇴근이네요. 최고예요! 
너는 여기 왜 왔냐?,머리 자르러 왔다,안 잘라도 되겠구만 뭔 머리를 자르러 와!,그냥 사 먹으세요. ,흥!
아 말을 좀 해봐!,그냥 그렇지 뭐,그냥 그런 게 어딨어?,맞아요. ,슬퍼요.
어땠어?,뭐가요?,촬영이 어땠냐구?,그럼 가게라도 비오기 전에 가요! ,그래야겠어요.
이건 어때요?,이쁜데요.,진짜요?,지인이 만나자고 해서요. 내일 공강 때 에오르제아 갈래요.,"그래요, 집에 일찍 들어가요."
내가 뭘 떠 넘겨요?,사람을 이렇게 만들어놨으면 어떠냐고 전화한통이 있어야지..,그래서요. 지금 나보고 어쩌라는 겁니까?,알고보니 피자는 이틀 전에 이미 먹었어요.,날 속였네요! 내게 희망을 줘놓곤 도로 가져갔어요!
이 놈의 기집애!,당신 왜 그래? 생전 손 한번 안 대던 사람이...,당신은 절루 가 있어! 당신도 얻어터지고 싶어서 그래!,저희 학교 근처에 있는 곳은 19금 붙어 있는데가 공포 컨셉이라. 동기들이 19금도 무서운 것도 안 좋아해서 맨 마지막에나 갈 거 같아요.,"앗, 공포 19금도 궁금해요, 고어 같은 게 있을까요?"
아이고 기가막혀...,좀 진정하고 차근차근 생각해봐.,뭘 차근차근 생각해요! 뭘 차근차근!,전 바이킹류만 빼면 다 잘 타긴 해요.,"전 다 좋아해요! 후렌치레볼루션, 아트란티스, 자이로스윙을 언제 타봤더라, 안 탄지 백만 년 된 거 같네요! 놀이기구 타는 거 엄청 좋아하는데, 어디든 가야겠어요! 같이 가요! "
너 진짜 아까부터 왜 그러냐?,아냐!,뭐가 아니긴 아냐 임마! 무슨 고민 있는가 본대.,20여 년 살면서 아직 먹어보지 못한 피자헛을 엘소드 덕분에 먹어보네요.,"맛은 있는데 좀 뿌려지는 거랑 도우 두께가 가격 대비 부실해서 박스라도 진짜 갖고 싶은 거 오셔야 할 텐데, 너무 비싸요."
쟤 요새 왜 그래?,그러게... 생각이 좀 많은 것 같다,자식이 무슨 맨날 생각은? 쟤가 저러니까 안 되는 거야,네! 먹어버렸어요! ,잘하셨어요! 알바 힘내세요.
그래 얼마나 있다 오는 거야?,1주일요!,무슨 취재를 1주일씩이나 해!,그렇군요. 아마 과자 가게는 그 동안 마녀님께서 홍보도 많이 해주셨으니까요. 초팔이 소녀는 양초파는 거예요? 트위터에 가게 하시는 분들 참 많네요.,네. 이런 것도 이번에 받은 거예요. 아로마오일이랑요.
뭐 하냐?,오늘 낚싯대 배달 된 거 확인해 보고 있잖수!,별걸다..,"먼저 말 놓을게요! 아, 근데 원래 반모 아니였나요? 아닌가 가물가물하네요. ",네! 반모였던가요? 사실 저도 기억이 잘 안 나요. 뭐 어때요. 앞으로 반모하면 되죠. 
안녕하셨어요. 어머님!,어서와요. 금방 들어오네!,하하.. 가까운데요...뭐...,부럽네요. 용돈도 받고요.,우리 부모님은 잘생기셨는데 나는 못생겼어요. 
뛰지는 말지 그랬어요,난 어른들이 기다리시니까 빨리 갈려고 그랬죠.,하하하.,스승님의 가르침 감사히 받을게요. ,네.
하지만 저희 노력하기로 했어요.,무슨 노력요?,"서로 말을 많이 하기로 했어요,",처음엔 준비물에 있길래 만들어야 하나 싶었는데 찾아보니까 없어도 괜찮은 것 같아서 다행이에요. 재발급 해준다고도 하는데 또 필요는 없을 것 같아요.,그게 원래는 훈련소 후에 바로 자대로 가니까 준비물에 있는 것 같아요. 
낚시하러 가자매? 여기 낚시터 가는 길 아니잖아!,가만있어. 우리가 아저씨들도 아니고...처음부터 어떻게 다짜고짜 낚시터로 가,그럼 어디로 갈건데?,그렇긴 한데 언제 또 뭐라 할지 모르니까요 그리고 몇 년 동안 그렇게 하고 썼는데 쉽게 바뀌겠어요? ,그렇죠.
옆에 있어요?,자는데요!,정말 자요?,유선이요! ,10분만 기다리세요.
